date,map,opponent,team,win,roundsWon,roundsLost
24/08/18,Inferno,eUnited,Cloud9,W,16,9
24/08/18,Overpass,eUnited,Cloud9,L,3,16
23/08/18,Overpass,BlackOut,Cloud9,W,19,17
23/08/18,Cache,BlackOut,Cloud9,L,6,16
23/08/18,Mirage,BlackOut,Cloud9,W,16,4
21/07/18,Overpass,Astralis,Cloud9,L,9,16
21/07/18,Inferno,Astralis,Cloud9,L,15,19
3/7/2018,Overpass,Astralis,Cloud9,L,1,16
3/7/2018,Mirage,Astralis,Cloud9,L,12,16
9/6/2018,Cache,fnatic,Cloud9,L,13,16
9/6/2018,Train,fnatic,Cloud9,L,9,16
9/6/2018,Overpass,fnatic,Cloud9,W,16,14
16/05/18,Overpass,Heroic,Cloud9,L,7,16
16/05/18,Mirage,Heroic,Cloud9,L,11,16
15/10/18,Inferno,Spacestation,Fam143,L,4,16
15/10/18,Dust2,Spacestation,Fam143,L,6,16
11/10/2018,Cache,TeamOne,Fam143,L,7,16
5/10/2018,Nuke,Vision,Fam143,L,10,16
1/10/2018,Dust2,cantwinalan,Fam143,L,4,16
27/09/18,Mirage,Mythic,Fam143,L,7,16
25/09/18,Overpass,Mythic,Fam143,L,5,16
25/09/18,Dust2,Mythic,Fam143,L,4,16
2/9/2018,Cache,Grizzlys,Fam143,W,16,14
11/8/2018,Overpass,eUnited,Fam143,L,13,16
11/8/2018,Inferno,eUnited,Fam143,L,9,16
11/8/2018,Inferno,FURIA,Fam143,W,16,5
11/8/2018,Nuke,FURIA,Fam143,W,16,14
11/8/2018,Cache,FURIA,Fam143,L,9,16
13/07/18,Train,Vireo.pro,Fam143,L,13,16
11/7/2018,Mirage,BlackOut,Fam143,L,4,16
3/7/2018,Mirage,Dignitas,Fam143,L,5,16
21/06/18,Mirage,XFORCE,Fam143,W,16,6
14/06/18,Inferno,subtLe,Fam143,W,16,12
13/06/18,Nuke,Levitate,Fam143,W,16,6
13/06/18,Cache,Levitate,Fam143,W,16,13
7/6/2018,Nuke,Prospects,Fam143,W,16,13
1/6/2018,Inferno,Forty Six and 2,Fam143,W,22,19
28/05/18,Train,FYB,Fam143,L,9,16
10/7/2018,Train,k1ck,Space Jam,W,16,11
10/7/2018,Dust2,k1ck,Space Jam,L,5,16
10/7/2018,Mirage,k1ck,Space Jam,W,16,12
23/06/18,Train,5balls,Space Jam,W,16,7
23/06/18,Mirage,5balls,Space Jam,W,16,14
17/06/18,Train,Evolution,Space Jam,W,16,6
17/06/18,Inferno,Evolution,Space Jam,W,16,10
22/05/18,Cache,EPG,Space Jam,L,10,16
22/05/18,Mirage,EPG,Space Jam,L,12,16
18/05/18,Mirage,Chaos,Space Jam,W,19,15
18/05/18,Inferno,Chaos,Space Jam,L,7,16
18/05/18,Train,Chaos,Space Jam,W,19,16
18/08/18,Cache,FURIA Inagame,Avalanche,W,16,10
16/08/18,Cache,Bull,Avalanche,L,14,16
16/08/18,Overpass,Bull,Avalanche,L,9,16
11/8/2018,Overpass,Revoltz,Avalanche,L,4,16
11/8/2018,Cache,Revoltz,Avalanche,L,13,16
7/8/2018,Mirage,Malvinas,Avalanche,W,16,14
7/8/2018,Overpass,Malvinas,Avalanche,W,16,5
7/8/2018,Cache,Malvinas,Avalanche,L,13,16
30/07/18,Inferno,VB,Avalanche,W,16,8
30/07/18,Overpass,VB,Avalanche,W,16,10
26/07/18,Dust2,Andes,Avalanche,L,2,16
26/07/18,Inferno,Andes,Avalanche,L,13,16
26/07/18,Overpass,Andes,Avalanche,W,16,11
3/7/2018,Overpass,INTZ,Avalanche,L,12,16
21/07/18,Train,Really Old People,Prospects,W,16,2
21/07/18,Inferno,Really Old People,Prospects,W,16,6
21/07/18,Cache,Really Old People,Prospects,L,9,16
17/07/18,Mirage,subtLe,Prospects,W,16,3
12/7/2018,Mirage,Velocity,Prospects,L,11,16
9/7/2018,Mirage,Forty Six and 2,Prospects,L,8,16
27/06/18,Inferno,FYB,Prospects,L,10,16
21/06/18,Inferno,The Entourage,Prospects,W,16,14
20/06/18,Overpass,Swole Patrol,Prospects,L,8,16
9/6/2018,Train,Bravado,Prospects,L,5,16
9/6/2018,Mirage,Bravado,Prospects,W,16,12
9/6/2018,Inferno,Bravado,Prospects,L,9,16
7/6/2018,Nuke,Fam143,Prospects,L,13,16
2/6/2018,Inferno,ex-Atmosphere,Prospects,L,13,16
24/05/18,Cache,Born,Prospects,L,7,16
15/11/18,Cache,Flash,Sparta,L,5,16
15/11/18,Train,Flash,Sparta,W,16,13
15/11/18,Inferno,Flash,Sparta,L,6,16
15/11/18,Mirage,Sad Story,Sparta,W,16,9
15/11/18,Inferno,Sad Story,Sparta,W,16,3
1/10/2018,Inferno,ViCi,Sparta,L,10,16
1/10/2018,Mirage,jysp,Sparta,L,6,16
13/09/18,Inferno,GOSU,Sparta,W,16,8
30/10/18,Dust2,Breakaway,Dynasty,L,5,16
25/10/18,Mirage,Chiefs,Dynasty,L,11,16
11/10/2018,Cache,TRIDENT,Dynasty,W,19,16
8/10/2018,Inferno,Grayhound,Dynasty,L,6,16
27/09/18,Mirage,Legacy,Dynasty,L,5,16
19/09/18,Cache,AVANT,Dynasty,L,13,16
18/09/18,Inferno,Carnage,Dynasty,L,10,16
5/9/2018,Cache,Taboo,Dynasty,L,20,22
25/08/18,Overpass,AVANT,Dynasty,L,14,16
25/08/18,Inferno,AVANT,Dynasty,L,16,19
22/08/18,Cache,Chiefs,Dynasty,L,11,16
19/08/18,Mirage,AVANT,Dynasty,L,14,16
17/08/18,Cache,AVANT,Dynasty,L,16,19
17/08/18,Overpass,AVANT,Dynasty,L,8,16
15/08/18,Inferno,Ground Zero,Dynasty,W,16,10
8/8/2018,Dust2,SYF,Dynasty,L,5,16
7/8/2018,Dust2,MC,Dynasty,W,16,12
7/8/2018,Mirage,MC,Dynasty,W,16,5
1/8/2018,Inferno,Legacy,Dynasty,L,7,16
28/07/18,Cache,Blink Once for Help,Dynasty,W,16,0
22/07/18,Mirage,anime savants,Dynasty,W,16,13
22/07/18,Inferno,anime savants,Dynasty,W,16,10
22/07/18,Cache,anime savants,Dynasty,L,12,16
10/9/2018,Dust2,Evolution,WINside,W,16,8
10/9/2018,Train,Evolution,WINside,W,16,8
4/9/2018,Mirage,pro100,WINside,L,2,16
28/08/18,Mirage,warmup,WINside,L,3,16
28/08/18,Dust2,warmup,WINside,L,10,16
21/08/18,Dust2,Unique,WINside,W,16,13
21/08/18,Train,Unique,WINside,L,16,19
21/08/18,Mirage,Unique,WINside,W,16,14
19/08/18,Cache,AVANGAR,WINside,L,1,16
19/08/18,Mirage,AVANGAR,WINside,L,10,16
19/08/18,Train,AVANGAR,WINside,L,9,16
18/08/18,Mirage,pro100,WINside,W,19,17
14/08/18,Train,Quantum Bellator Fire,WINside,W,16,10
12/8/2018,Mirage,DreamEaters,WINside,W,16,6
3/8/2018,Train,5balls,WINside,W,16,6
2/8/2018,Mirage,PLINK,WINside,L,7,16
2/8/2018,Nuke,PLINK,WINside,L,15,19
2/8/2018,Train,PLINK,WINside,W,16,12
1/8/2018,Dust2,Ha MaSSe,WINside,W,16,9
21/07/18,Dust2,MAKEMiSTAKE,WINside,L,3,16
7/6/2018,Inferno,GoodJob,WINside,L,3,16
7/6/2018,Dust2,GoodJob,WINside,L,6,16
27/05/18,Mirage,Wanted,WINside,W,16,13
27/05/18,Overpass,Wanted,WINside,W,16,11
27/05/18,Inferno,Wanted,WINside,L,17,19
22/05/18,Train,MAKEMiSTAKE,WINside,W,19,16
22/05/18,Overpass,MAKEMiSTAKE,WINside,W,16,10
22/05/18,Dust2,MAKEMiSTAKE,WINside,L,13,16
15/11/18,Dust2,Team1,Windigo Academy,W,16,10
5/11/2018,Inferno,Movistar Riders,Windigo Academy,L,9,16
3/11/2018,Mirage,HOLLYWOOD,Windigo Academy,L,9,16
27/05/18,Train,Syman,Windigo Academy,L,6,16
27/05/18,Dust2,Syman,Windigo Academy,L,10,16
20/05/18,Dust2,RUNUP,Windigo Academy,L,13,16
20/05/18,Nuke,RUNUP,Windigo Academy,L,9,16
30/08/18,Dust2,W7M,Revoltz,W,16,10
30/08/18,Inferno,W7M,Revoltz,L,10,16
30/08/18,Mirage,W7M,Revoltz,W,16,7
29/08/18,Inferno,Wild,Revoltz,L,8,16
29/08/18,Nuke,Wild,Revoltz,W,16,13
29/08/18,Cache,Wild,Revoltz,L,4,16
19/08/18,Cache,PITS,Revoltz,L,14,16
19/08/18,Inferno,PITS,Revoltz,L,5,16
19/08/18,Dust2,PITS,Revoltz,W,16,13
13/08/18,Mirage,Rão,Revoltz,W,16,9
13/08/18,Cache,Rão,Revoltz,W,16,12
11/8/2018,Overpass,Avalanche,Revoltz,W,16,4
11/8/2018,Cache,Avalanche,Revoltz,W,16,13
20/06/18,Mirage,C4,Revoltz,L,14,16
18/06/18,Mirage,W7M,Revoltz,L,17,19
29/05/18,Train,FURIA Inagame,Revoltz,L,3,16
3/6/2018,Overpass,DreamEaters,RUNUP,W,16,13
3/6/2018,Inferno,DreamEaters,RUNUP,W,16,5
3/6/2018,Mirage,DreamEaters,RUNUP,L,9,16
2/6/2018,Mirage,FlipSid3,RUNUP,L,12,16
2/6/2018,Overpass,FlipSid3,RUNUP,W,16,14
2/6/2018,Inferno,FlipSid3,RUNUP,L,7,16
20/05/18,Dust2,Windigo Academy,RUNUP,W,16,13
20/05/18,Nuke,Windigo Academy,RUNUP,W,16,9
18/10/18,Train,BOOT-d[S],XCN,L,4,16
5/10/2018,Dust2,Lucid Dream,XCN,L,5,16
5/10/2018,Overpass,Lucid Dream,XCN,L,17,19
1/9/2018,Nuke,PG BarracX,XCN,W,16,4
1/9/2018,Inferno,PG BarracX,XCN,W,16,12
6/6/2018,Inferno,Signature,XCN,L,9,16
6/11/2018,Train,Copenhagen Flames,Codewise Unicorns,L,13,16
27/10/18,Mirage,HyperioN,Codewise Unicorns,W,16,9
21/10/18,Nuke,Brute,Codewise Unicorns,L,12,16
21/10/18,Train,Brute,Codewise Unicorns,L,17,19
21/10/18,Inferno,Brute,Codewise Unicorns,W,16,2
20/10/18,Cache,GRIFFINS,Codewise Unicorns,W,16,14
2/7/2018,Inferno,Izako Boars,Codewise Unicorns,W,16,7
2/7/2018,Overpass,Izako Boars,Codewise Unicorns,W,16,8
16/06/18,Mirage,Windigo,Codewise Unicorns,L,3,16
16/06/18,Inferno,Windigo,Codewise Unicorns,L,10,16
10/11/2018,Nuke,eSuba,Brute,L,13,16
10/11/2018,Overpass,eSuba,Brute,W,16,4
10/11/2018,Dust2,eSuba,Brute,L,12,16
3/11/2018,Cache,GUNRUNNERS,Brute,L,12,16
3/11/2018,Overpass,GUNRUNNERS,Brute,L,14,16
28/10/18,Overpass,eSuba,Brute,W,16,7
28/10/18,Nuke,eSuba,Brute,W,25,23
21/10/18,Mirage,Izako Boars,Brute,L,10,16
21/10/18,Dust2,Izako Boars,Brute,L,13,16
21/10/18,Overpass,Izako Boars,Brute,W,16,11
20/10/18,Mirage,Paprykarze,Brute,W,16,2
23/06/18,Cache,eXtatus,Brute,L,9,16
23/06/18,Overpass,eXtatus,Brute,L,19,22
28/06/18,Mirage,Conspiracy,Control,L,13,16
26/06/18,Train,Legacy,Control,L,8,16
15/06/18,Nuke,Tainted Minds,Control,L,0,16
13/06/18,Overpass,Chiefs,Control,L,14,16
7/6/2018,Overpass,Legacy,Control,L,13,16
7/6/2018,Cache,Legacy,Control,L,12,16
31/05/18,Overpass,Dark Sided,Control,W,16,6
30/05/18,Train,Galactica,Control,W,16,7
15/11/18,Mirage,RIG,2990,W,16,11
15/11/18,Inferno,RIG,2990,W,16,8
1/11/2018,Inferno,ikarus,2990,W,16,6
1/11/2018,Mirage,ikarus,2990,W,16,6
26/10/18,Dust2,Ignis,2990,W,16,13
26/10/18,Inferno,Ignis,2990,W,16,6
9/9/2018,Inferno,D13,2990,L,15,19
9/9/2018,Nuke,D13,2990,L,13,16
24/08/18,Mirage,DETONA,Coscu Army,L,4,16
24/08/18,Cache,DETONA,Coscu Army,L,7,16
22/08/18,Inferno,FURIA Inagame,Coscu Army,L,11,16
16/08/18,Cache,Evilvice,Coscu Army,L,12,16
16/08/18,Mirage,Evilvice,Coscu Army,L,9,16
5/8/2018,Cache,Malvinas,Coscu Army,L,12,16
5/8/2018,Inferno,Malvinas,Coscu Army,L,16,19
27/07/18,Mirage,STEIN,Coscu Army,W,16,12
27/07/18,Overpass,STEIN,Coscu Army,W,16,13
26/07/18,Inferno,Bulldozer,Coscu Army,W,16,4
24/07/18,Cache,C4,Coscu Army,L,18,22
19/06/18,Mirage,Revoltz,Coscu Army,W,16,8
29/05/18,Inferno,gloryUS,Coscu Army,L,9,16
29/05/18,Cache,gloryUS,Coscu Army,L,17,19
24/05/18,Mirage,Malvinas,Coscu Army,L,10,16
23/05/18,Inferno,TEAMMATE,Coscu Army,W,16,14
22/05/18,Inferno,Dynasty,Coscu Army,W,16,6
16/05/18,Inferno,YeaH!,Coscu Army,L,4,16
20/10/18,Inferno,Valiance,Royal Bandits,L,9,16
2/10/2018,Inferno,expert,Royal Bandits,L,6,16
18/09/18,Dust2,ENCE,Royal Bandits,W,16,11
18/09/18,Mirage,ENCE,Royal Bandits,W,16,1
18/09/18,Train,ENCE,Royal Bandits,L,10,16
4/9/2018,Overpass,x-kom,Royal Bandits,L,13,16
4/9/2018,Mirage,x-kom,Royal Bandits,L,14,16
3/9/2018,Dust2,WE HAWT,Royal Bandits,L,7,16
3/9/2018,Mirage,WE HAWT,Royal Bandits,L,10,16
3/9/2018,Cache,WE HAWT,Royal Bandits,W,16,5
20/08/18,Inferno,Smoke Criminals,Royal Bandits,L,10,16
20/08/18,Cache,Smoke Criminals,Royal Bandits,W,16,8
20/08/18,Nuke,Smoke Criminals,Royal Bandits,L,9,16
31/07/18,Inferno,fnatic Academy,Royal Bandits,L,6,16
31/07/18,Cache,fnatic Academy,Royal Bandits,W,16,3
31/07/18,Mirage,fnatic Academy,Royal Bandits,L,16,19
29/07/18,Inferno,fnatic Academy,Royal Bandits,W,16,13
19/07/18,Cache,EURONICS,Royal Bandits,L,8,16
4/7/2018,Inferno,Singularity,Royal Bandits,L,7,16
28/06/18,Cache,Fragsters,Royal Bandits,L,12,16
21/06/18,Overpass,Spirit,Royal Bandits,L,1,16
20/06/18,Mirage,Smoke Criminals,Royal Bandits,W,16,4
12/6/2018,Dust2,Movistar Riders,Royal Bandits,W,19,17
9/6/2018,Inferno,Gambit,Royal Bandits,W,16,9
24/05/18,Mirage,SuperJymy,Royal Bandits,W,16,7
24/10/18,Inferno,HOLLYWOOD,Unique,W,16,7
27/08/18,Inferno,Tempo Storm,Unique,L,7,16
27/08/18,Mirage,Tempo Storm,Unique,L,13,16
25/08/18,Inferno,cat345,Unique,W,16,7
25/08/18,Mirage,cat345,Unique,W,16,11
19/08/18,Cache,pro100,Unique,L,9,16
19/08/18,Mirage,pro100,Unique,L,11,16
17/08/18,Cache,pro100,Unique,L,10,16
17/08/18,Mirage,pro100,Unique,L,6,16
15/08/18,Train,5balls,Unique,W,16,0
15/08/18,Mirage,5balls,Unique,W,16,6
13/08/18,Mirage,pro100,Unique,L,12,16
13/08/18,Cache,pro100,Unique,L,12,16
29/07/18,Inferno,DreamEaters,Unique,L,9,16
29/07/18,Mirage,DreamEaters,Unique,L,4,16
28/07/18,Mirage,forZe,Unique,W,16,14
26/09/18,Overpass,Dignitas fe,Glockoma,W,16,9
26/09/18,Train,Dignitas fe,Glockoma,L,10,16
26/09/18,Mirage,Dignitas fe,Glockoma,W,16,6
18/09/18,Cache,Infamous,Glockoma,L,3,16
18/09/18,Mirage,Infamous,Glockoma,L,5,16
31/08/18,Inferno,MWNL,Glockoma,W,16,11
31/08/18,Mirage,MWNL,Glockoma,W,16,7
29/08/18,Overpass,ex-Atmosphere,Glockoma,L,11,16
29/08/18,Train,ex-Atmosphere,Glockoma,W,16,13
29/08/18,Mirage,ex-Atmosphere,Glockoma,L,2,16
17/08/18,Cache,disADVANCtagED,Glockoma,W,16,12
17/08/18,Mirage,disADVANCtagED,Glockoma,W,16,13
27/06/18,Overpass,thnakes,Glockoma,L,14,16
12/7/2018,Cache,seadoggs,Conspiracy,W,16,8
5/7/2018,Overpass,Grayhound,Conspiracy,L,4,16
27/06/18,Cache,1UP,Conspiracy,L,11,16
24/06/18,Cache,Legacy,Conspiracy,L,9,16
24/06/18,Overpass,Legacy,Conspiracy,L,5,16
13/06/18,Overpass,Corvidae,Conspiracy,W,16,9
7/6/2018,Cache,Tainted Minds,Conspiracy,L,12,16
30/05/18,Mirage,Ground Zero,Conspiracy,L,11,16
24/05/18,Mirage,ORDER,Conspiracy,L,4,16
7/11/2018,Inferno,UA$AP,Underdogs,W,16,5
27/09/18,Mirage,Monolith,Underdogs,L,8,16
27/09/18,Inferno,Monolith,Underdogs,L,14,16
20/08/18,Train,Imperial,Underdogs,L,7,16
14/08/18,Inferno,PLINK,Underdogs,L,13,16
14/08/18,Nuke,PLINK,Underdogs,L,15,19
16/08/18,Inferno,Flash,ROAR,L,5,16
6/7/2018,Inferno,MFC,ROAR,L,7,16
6/7/2018,Train,MFC,ROAR,L,14,16
21/06/18,Train,5POWER,ROAR,L,6,16
21/06/18,Mirage,5POWER,ROAR,L,2,16
19/05/18,Inferno,BTRG,ROAR,W,16,12
21/07/18,Inferno,Bravado,Really Old People,L,0,16
21/07/18,Mirage,Bravado,Really Old People,L,5,16
20/07/18,Cache,Vikings,Really Old People,W,16,7
6/7/2018,Dust2,RESOLUTE,Really Old People,L,2,16
4/7/2018,Mirage,Bravado,Really Old People,W,16,11
22/06/18,Dust2,ex-Atmosphere,Really Old People,L,12,16
19/06/18,Inferno,Levitate,Really Old People,W,16,12
12/6/2018,Nuke,The Pioneers,Really Old People,L,10,16
5/6/2018,Dust2,Clutch Solutions,Really Old People,W,16,11
25/05/18,Mirage,XFORCE,Really Old People,W,16,12
12/11/2018,Mirage,ex-Velocity,Grizzlys,W,16,8
27/10/18,Train,LiviD,Grizzlys,W,16,1
27/10/18,Nuke,LiviD,Grizzlys,W,16,12
27/10/18,Mirage,LiviD,Grizzlys,L,8,16
2/10/2018,Mirage,TeamOne,Grizzlys,L,9,16
2/10/2018,Train,TeamOne,Grizzlys,L,14,16
18/09/18,Train,Dignitas fe,Grizzlys,W,16,3
18/09/18,Overpass,Dignitas fe,Grizzlys,W,16,12
25/08/18,Overpass,Gorilla Gang,Grizzlys,L,3,16
21/08/18,Inferno,no u,Grizzlys,W,16,8
4/8/2018,Train,Vision,Grizzlys,L,4,16
4/8/2018,Train,TeamOne,Grizzlys,L,3,16
3/8/2018,Nuke,Secret Geniuses Club,Grizzlys,W,16,6
5/11/2018,Overpass,Epsilon,Jordan's Money Crew,W,16,7
19/10/18,Nuke,HAVU,Jordan's Money Crew,L,9,16
19/10/18,Train,HAVU,Jordan's Money Crew,W,16,12
19/10/18,Overpass,HAVU,Jordan's Money Crew,L,12,16
13/10/18,Inferno,GoldenGitte,Jordan's Money Crew,L,9,16
13/10/18,Mirage,GoldenGitte,Jordan's Money Crew,W,16,8
13/10/18,Overpass,GoldenGitte,Jordan's Money Crew,L,5,16
12/10/2018,Mirage,Tricked,Jordan's Money Crew,L,12,16
3/9/2018,Inferno,Quantum Bellator Fire,Jordan's Money Crew,L,13,16
25/06/18,Mirage,Ground Zero,Dark Sided,W,16,2
19/06/18,Mirage,Ground Zero,Dark Sided,W,16,12
18/06/18,Overpass,Grayhound,Dark Sided,L,5,16
15/06/18,Inferno,ORDER,Dark Sided,L,9,16
15/06/18,Overpass,Chiefs,Dark Sided,L,10,16
12/6/2018,Mirage,Chiefs,Dark Sided,L,6,16
11/6/2018,Mirage,AVANT,Dark Sided,L,17,19
6/6/2018,Train,Corvidae,Dark Sided,W,16,7
31/05/18,Cache,seadoggs,Dark Sided,L,11,16
26/05/18,Overpass,Tainted Minds,Dark Sided,L,0,16
21/05/18,Train,Galactica,Dark Sided,W,16,14
16/05/18,Inferno,Surge,Dark Sided,W,16,3
12/9/2018,Dust2,Ground Zero,anime savants,L,7,16
5/9/2018,Overpass,Grayhound,anime savants,L,6,16
22/08/18,Mirage,Legacy,anime savants,W,16,9
15/08/18,Mirage,SYF,anime savants,W,16,9
8/8/2018,Train,Chiefs,anime savants,L,10,16
1/8/2018,Cache,Taboo,anime savants,W,16,8
22/07/18,Mirage,Dynasty,anime savants,L,13,16
22/07/18,Inferno,Dynasty,anime savants,L,10,16
22/07/18,Cache,Dynasty,anime savants,W,16,12
1/11/2018,Cache,Berzerk,Vexed,L,22,25
28/10/18,Cache,Tricked,Vexed,L,9,16
17/10/18,Mirage,Bpro,Vexed,L,5,16
17/10/18,Dust2,Bpro,Vexed,L,4,16
10/10/2018,Mirage,GoldenGitte,Vexed,W,16,13
23/09/18,Mirage,Invizy,Vexed,L,13,16
23/09/18,Dust2,Invizy,Vexed,L,14,16
4/9/2018,Overpass,ex-PRIDE,Vexed,W,16,8
4/9/2018,Mirage,ex-PRIDE,Vexed,W,16,13
4/9/2018,Train,ex-PRIDE,Vexed,L,11,16
20/08/18,Mirage,Valiance,Vexed,L,8,16
22/07/18,Overpass,Endpoint,Vexed,L,16,19
22/07/18,Mirage,Endpoint,Vexed,L,13,16
22/07/18,Inferno,Endpoint,Vexed,W,16,11
17/07/18,Nuke,FriendlyFire,Vexed,L,12,16
11/7/2018,Overpass,Bpro,Vexed,L,6,16
11/7/2018,Train,Bpro,Vexed,L,8,16
10/7/2018,Overpass,Boys in Blue,Vexed,W,16,9
4/7/2018,Cache,SuperJymy,Vexed,L,3,16
28/06/18,Overpass,Wind and Rain,Vexed,L,9,16
26/06/18,Nuke,Virtus.pro,Vexed,L,11,16
14/06/18,Inferno,Tricked,Vexed,L,5,16
10/6/2018,Inferno,Fragsters,Vexed,L,7,16
5/6/2018,Train,Sprout,Vexed,L,3,16
5/6/2018,Mirage,Sprout,Vexed,L,12,16
31/05/18,Train,PACT,Vexed,L,17,19
10/7/2018,Inferno,BTRG,MFC,W,16,8
10/7/2018,Overpass,BTRG,MFC,W,16,6
10/7/2018,Dust2,BTRG,MFC,L,4,16
6/7/2018,Inferno,ROAR,MFC,W,16,7
6/7/2018,Train,ROAR,MFC,W,16,14
17/05/18,Mirage,TYLOO,MFC,L,4,16
17/05/18,Cache,TYLOO,MFC,L,12,16
12/10/2018,Overpass,GoldenGitte,Ambush,L,8,16
6/10/2018,Train,Squared,Ambush,L,4,16
6/10/2018,Overpass,Squared,Ambush,L,6,16
3/10/2018,Inferno,unknown,Ambush,W,16,8
3/10/2018,Nuke,unknown,Ambush,L,14,16
3/10/2018,Overpass,unknown,Ambush,W,16,6
17/09/18,Overpass,Smoke Criminals,Ambush,W,16,8
17/09/18,Inferno,Smoke Criminals,Ambush,W,16,14
7/9/2018,Inferno,Nova,Ambush,W,16,5
7/9/2018,Nuke,Nova,Ambush,L,13,16
7/9/2018,Overpass,Nova,Ambush,W,16,8
7/9/2018,Inferno,Nova,Ambush,W,16,10
28/08/18,Overpass,Squared,Ambush,W,16,11
28/08/18,Nuke,Tricked,Ambush,W,16,4
28/08/18,Mirage,Aerox,Ambush,W,16,14
19/07/18,Train,ex-Atmosphere,XFORCE,L,6,16
12/7/2018,Inferno,Prospects,XFORCE,W,16,2
6/7/2018,Inferno,Forty Six and 2,XFORCE,L,12,16
22/06/18,Dust2,Bravado,XFORCE,L,13,16
20/06/18,Cache,Swole Patrol,XFORCE,L,6,16
14/06/18,Cache,Born,XFORCE,L,4,16
7/6/2018,Inferno,Freedom 35,XFORCE,L,4,16
25/05/18,Mirage,Really Old People,XFORCE,L,12,16
5/11/2018,Inferno,ORDER,Paradox,W,16,13
5/11/2018,Cache,ORDER,Paradox,W,16,14
5/11/2018,Dust2,ORDER,Paradox,L,6,16
1/11/2018,Inferno,Formidable,Paradox,W,16,10
25/10/18,Dust2,Chiefs,Paradox,W,16,13
23/10/18,Mirage,Legacy,Paradox,L,6,16
23/10/18,Nuke,Legacy,Paradox,W,16,14
23/10/18,Inferno,Legacy,Paradox,L,12,16
8/10/2018,Dust2,Grayhound,Paradox,L,13,16
2/10/2018,Dust2,Ground Zero,Paradox,W,16,11
30/09/18,Overpass,Taboo,Paradox,W,16,13
30/09/18,Mirage,Taboo,Paradox,W,16,13
30/09/18,Cache,Taboo,Paradox,L,11,16
25/09/18,Dust2,ex-AVANT,Paradox,W,16,7
20/10/18,Inferno,Duffle Bag Men,Whatever It Takes,L,6,16
31/08/18,Train,Vault,Whatever It Takes,L,6,16
31/08/18,Inferno,Vault,Whatever It Takes,L,4,16
29/08/18,Inferno,Vikings,Whatever It Takes,W,16,4
29/08/18,Dust2,Vikings,Whatever It Takes,W,16,5
29/08/18,Cache,Vikings,Whatever It Takes,L,5,16
4/8/2018,Train,Mythic,Whatever It Takes,L,13,16
4/8/2018,Dust2,Mythic,Whatever It Takes,L,20,22
4/8/2018,Train,Hysteria,Whatever It Takes,W,16,12
4/8/2018,Inferno,Clout Chasers,Whatever It Takes,L,11,16
3/6/2018,Nuke,Swole Patrol,Whatever It Takes,L,8,16
3/6/2018,Cache,Swole Patrol,Whatever It Takes,L,3,16
2/10/2018,Nuke,Flash,BTRG,W,16,5
13/09/18,Inferno,EHOME,BTRG,L,8,16
15/08/18,Inferno,BOOT-d[S],BTRG,L,15,19
10/7/2018,Inferno,MFC,BTRG,L,8,16
10/7/2018,Overpass,MFC,BTRG,L,6,16
10/7/2018,Dust2,MFC,BTRG,W,16,4
7/7/2018,Inferno,FIVE,BTRG,W,16,12
7/7/2018,Mirage,FIVE,BTRG,W,16,4
6/7/2018,Mirage,EHOME,BTRG,L,14,16
6/7/2018,Inferno,EHOME,BTRG,L,7,16
6/7/2018,Dust2,EHOME,BTRG,W,19,15
19/05/18,Inferno,ROAR,BTRG,L,12,16
9/11/2018,Mirage,Vision,Blight,L,3,16
6/11/2018,Nuke,Bravado,Blight,L,10,16
2/11/2018,Overpass,Think Outside the Box,Blight,W,16,12
25/10/18,Cache,TeamOne,Blight,L,9,16
19/10/18,Dust2,Spacestation,Blight,L,5,16
17/10/18,Inferno,cantwinalan,Blight,L,19,22
12/10/2018,Cache,Mythic,Blight,L,5,16
28/09/18,Inferno,Infamous,Blight,L,13,16
23/09/18,Mirage,ETHEREAL,Blight,L,11,16
23/09/18,Overpass,ETHEREAL,Blight,L,7,16
6/9/2018,Inferno,ORDER,Surge,L,6,16
23/08/18,Cache,madlikewizards,Surge,L,2,16
20/08/18,Dust2,Ground Zero,Surge,L,3,16
16/08/18,Dust2,AVANT,Surge,L,12,16
9/8/2018,Cache,Animal Squad,Surge,W,16,5
2/8/2018,Cache,Rise and Grind,Surge,L,7,16
18/07/18,Mirage,SYF,Surge,L,7,16
5/7/2018,Dust2,ORDER,Surge,L,2,16
27/06/18,Cache,Ground Zero,Surge,W,16,7
27/06/18,Dust2,1UP,Surge,L,13,16
13/06/18,Inferno,Tainted Minds,Surge,L,8,16
11/6/2018,Inferno,Galactica,Surge,W,16,6
24/05/18,Cache,Grayhound,Surge,L,7,16
16/05/18,Mirage,Dark Sided,Surge,W,16,13
14/11/18,Cache,HellRaisers,G2,L,18,22
14/11/18,Mirage,LDLC,G2,L,10,16
13/11/18,Overpass,AGO,G2,W,16,6
8/11/2018,Overpass,NiP,G2,W,16,13
2/11/2018,Inferno,BIG,G2,L,7,16
2/11/2018,Train,BIG,G2,L,19,22
22/10/18,Overpass,FaZe,G2,W,16,13
21/10/18,Dust2,BIG,G2,L,6,16
20/10/18,Overpass,Astralis,G2,L,3,16
20/10/18,Inferno,Natus Vincere,G2,W,16,11
19/10/18,Inferno,North,G2,L,8,16
18/10/18,Dust2,fnatic,G2,L,13,16
