date,map,opponent,team,win,roundsWon,roundsLost
5/8/2018,Nuke,ownage,BlackOut,W,16,12
4/8/2018,Overpass,Guerrilla Tactics,BlackOut,W,16,2
4/8/2018,Mirage,Guerrilla Tactics,BlackOut,W,16,6
4/8/2018,Overpass,TeamOne,BlackOut,L,12,16
3/8/2018,Overpass,Kinesis,BlackOut,W,16,14
3/8/2018,Mirage,PUPstars,BlackOut,W,16,9
23/07/18,Mirage,Dignitas,BlackOut,L,1,16
19/07/18,Overpass,TeamOne,BlackOut,L,16,19
19/07/18,Train,TeamOne,BlackOut,L,8,16
15/07/18,Mirage,Vision,BlackOut,L,14,16
15/07/18,Overpass,Vision,BlackOut,W,16,14
15/07/18,Nuke,Vision,BlackOut,L,11,16
15/07/18,Overpass,Midwest CS:GO,BlackOut,W,16,4
15/07/18,Nuke,Midwest CS:GO,BlackOut,W,19,17
6/7/2018,Overpass,Vireo.pro,BlackOut,W,16,12
6/11/2018,Mirage,Nemiga,pro100,W,16,10
6/11/2018,Dust2,Nemiga,pro100,W,16,14
6/11/2018,Mirage,Nemiga,pro100,W,16,11
30/09/18,Mirage,Atlants,pro100,W,16,9
30/09/18,Dust2,Atlants,pro100,W,16,12
18/09/18,Overpass,ALTERNATE aTTaX,pro100,W,16,13
18/09/18,Inferno,ALTERNATE aTTaX,pro100,W,16,12
4/9/2018,Mirage,WINside,pro100,W,16,2
19/08/18,Cache,Unique,pro100,W,16,9
19/08/18,Mirage,Unique,pro100,W,16,11
17/08/18,Cache,Unique,pro100,W,16,10
17/08/18,Mirage,Unique,pro100,W,16,6
16/08/18,Dust2,Monolith,pro100,L,13,16
16/08/18,Mirage,Monolith,pro100,L,6,16
14/08/18,Inferno,Monolith,pro100,W,16,4
13/08/18,Mirage,Unique,pro100,W,16,12
13/08/18,Cache,Unique,pro100,W,16,12
11/8/2018,Inferno,GoodJob,pro100,W,16,13
11/8/2018,Mirage,GoodJob,pro100,W,16,8
9/8/2018,Cache,AVANGAR,pro100,L,4,16
8/8/2018,Overpass,HAVU,pro100,W,16,12
7/8/2018,Inferno,GoodJob,pro100,W,16,14
5/8/2018,Inferno,Sharks,pro100,L,13,16
3/8/2018,Cache,Winstrike,pro100,L,11,16
3/8/2018,Inferno,Winstrike,pro100,L,16,19
29/07/18,Nuke,Sprout,pro100,L,6,16
29/07/18,Inferno,Sprout,pro100,L,10,16
29/07/18,Mirage,Sprout,pro100,W,16,10
27/07/18,Inferno,Sprout,pro100,L,3,16
27/07/18,Cache,Sprout,pro100,L,7,16
24/07/18,Mirage,EPG,pro100,W,16,6
12/7/2018,Inferno,HellRaisers,pro100,L,11,16
12/7/2018,Dust2,HellRaisers,pro100,L,14,16
10/7/2018,Mirage,PLINK,pro100,W,19,15
10/7/2018,Inferno,PLINK,pro100,L,11,16
10/7/2018,Nuke,PLINK,pro100,W,16,4
9/6/2018,Mirage,Gucci Squad,pro100,W,16,6
9/6/2018,Cache,Gucci Squad,pro100,W,16,6
9/6/2018,Inferno,Gucci Squad,pro100,L,9,16
2/6/2018,Inferno,eL'quvet,pro100,W,16,13
2/6/2018,Nuke,eL'quvet,pro100,L,14,16
2/6/2018,Mirage,eL'quvet,pro100,W,16,4
1/6/2018,Cache,Syman,pro100,W,16,6
1/6/2018,Dust2,Syman,pro100,W,16,13
24/05/18,Inferno,HOLLYWOOD,pro100,W,16,11
24/05/18,Nuke,HOLLYWOOD,pro100,W,22,18
22/05/18,Cache,forZe,pro100,W,19,17
22/05/18,Inferno,forZe,pro100,W,16,6
20/05/18,Overpass,HOLLYWOOD,pro100,W,16,12
20/05/18,Inferno,HOLLYWOOD,pro100,W,16,8
13/11/18,Dust2,ENCE,3DMAX,W,16,5
13/11/18,Nuke,ENCE,3DMAX,L,23,25
13/11/18,Inferno,ENCE,3DMAX,W,16,11
9/11/2018,Mirage,Tricked,3DMAX,W,16,10
8/11/2018,Nuke,Windigo,3DMAX,W,16,2
8/11/2018,Overpass,Windigo,3DMAX,W,16,14
7/11/2018,Dust2,pro100,3DMAX,W,16,11
7/11/2018,Mirage,pro100,3DMAX,L,12,16
7/11/2018,Inferno,pro100,3DMAX,W,16,12
6/11/2018,Inferno,forZe,3DMAX,W,16,9
5/11/2018,Mirage,SuperJymy,3DMAX,L,14,16
5/11/2018,Nuke,SuperJymy,3DMAX,L,8,16
1/11/2018,Cache,Flow,3DMAX,W,16,13
24/10/18,Inferno,PACT,3DMAX,W,19,15
24/10/18,Mirage,x6tence Galaxy,3DMAX,W,16,13
23/10/18,Cache,Imperial,3DMAX,W,16,14
18/10/18,Inferno,ALTERNATE aTTaX,3DMAX,W,16,5
16/10/18,Train,expert,3DMAX,L,10,16
9/10/2018,Mirage,Spirit,3DMAX,W,16,7
3/10/2018,Cache,AVANGAR,3DMAX,L,9,16
3/10/2018,Dust2,AVANGAR,3DMAX,L,9,16
3/10/2018,Inferno,AVANGAR,3DMAX,W,16,14
2/10/2018,Cache,Chaos,3DMAX,W,16,5
1/10/2018,Cache,Waterboys,3DMAX,L,6,16
1/10/2018,Nuke,Waterboys,3DMAX,W,16,10
1/10/2018,Inferno,Waterboys,3DMAX,L,12,16
25/09/18,Inferno,Fragsters,3DMAX,L,15,19
18/09/18,Inferno,EURONICS,3DMAX,W,16,7
5/9/2018,Mirage,Kinguin,3DMAX,W,19,17
5/9/2018,Cache,Kinguin,3DMAX,W,16,13
3/9/2018,Overpass,Red Reserve,3DMAX,W,16,12
3/9/2018,Inferno,Red Reserve,3DMAX,W,22,20
31/08/18,Inferno,Windigo,3DMAX,L,5,16
31/08/18,Overpass,Windigo,3DMAX,L,10,16
29/08/18,Mirage,HAVU,3DMAX,L,6,16
26/08/18,Dust2,LDLC,3DMAX,W,16,4
26/08/18,Cache,LDLC,3DMAX,W,22,18
26/08/18,Overpass,LDLC,3DMAX,L,11,16
24/08/18,Nuke,Sharks,3DMAX,W,16,6
24/08/18,Cache,Sharks,3DMAX,W,16,11
24/08/18,Mirage,Izako Boars,3DMAX,W,16,2
24/08/18,Cache,Izako Boars,3DMAX,W,16,13
23/08/18,Dust2,Endpoint,3DMAX,W,16,9
20/08/18,Overpass,AVANGAR,3DMAX,L,7,16
20/08/18,Dust2,AGO,3DMAX,L,9,16
20/08/18,Inferno,AGO,3DMAX,W,16,11
20/08/18,Cache,AGO,3DMAX,L,5,16
17/08/18,Cache,EURONICS,3DMAX,W,16,11
17/08/18,Inferno,EURONICS,3DMAX,W,16,9
24/07/18,Inferno,Nemiga,3DMAX,W,16,7
24/07/18,Train,Nemiga,3DMAX,W,16,14
19/07/18,Train,ENCE,3DMAX,L,12,16
19/07/18,Inferno,ENCE,3DMAX,L,12,16
19/07/18,Mirage,OpTic,3DMAX,L,5,16
15/07/18,Cache,Red Reserve,3DMAX,W,16,14
9/7/2018,Mirage,PAPERPLANES,3DMAX,W,16,7
5/7/2018,Overpass,Singularity,3DMAX,W,16,14
4/7/2018,Dust2,Royal Bandits,3DMAX,W,16,7
1/7/2018,Inferno,Windigo,3DMAX,W,16,8
1/7/2018,Dust2,Windigo,3DMAX,L,17,19
1/7/2018,Mirage,Windigo,3DMAX,W,16,8
30/06/18,Inferno,AGO,3DMAX,L,3,16
30/06/18,Mirage,AGO,3DMAX,L,6,16
29/06/18,Overpass,NiP,3DMAX,W,16,12
29/06/18,Cache,NiP,3DMAX,W,19,17
27/06/18,Overpass,OpTic,3DMAX,L,3,16
27/06/18,Train,OpTic,3DMAX,W,16,11
27/06/18,Inferno,OpTic,3DMAX,L,10,16
10/11/2018,Dust2,ALTERNATE aTTaX,Chaos,W,16,4
8/11/2018,Nuke,OpTic,Chaos,L,9,16
6/11/2018,Dust2,expert,Chaos,W,16,7
5/11/2018,Train,Virtus.pro,Chaos,L,12,16
1/11/2018,Inferno,Fragsters,Chaos,L,11,16
29/10/18,Overpass,LDLC,Chaos,L,8,16
24/10/18,Inferno,aAa,Chaos,W,16,8
23/10/18,Overpass,ZERO,Chaos,W,16,10
20/10/18,Inferno,PANTHERS,Chaos,L,11,16
1/10/2018,Dust2,SuperJymy,Chaos,W,16,14
27/09/18,Train,Imperial,Chaos,L,6,16
27/09/18,Inferno,Imperial,Chaos,W,16,7
27/09/18,Cache,Imperial,Chaos,L,10,16
18/09/18,Overpass,Jordan's Money Crew,Chaos,L,12,16
1/9/2018,Train,Red Reserve,Chaos,L,3,16
1/9/2018,Cache,Red Reserve,Chaos,L,9,16
30/08/18,Dust2,Red Reserve,Chaos,L,14,16
30/08/18,Train,Red Reserve,Chaos,L,11,16
27/08/18,Inferno,Valiance,Chaos,L,14,16
21/08/18,Inferno,Valiance,Chaos,L,12,16
21/08/18,Dust2,Valiance,Chaos,L,4,16
20/08/18,Cache,SuperJymy,Chaos,W,16,14
19/08/18,Train,AGO,Chaos,L,8,16
16/07/18,Dust2,Kinguin,Chaos,L,12,16
11/7/2018,Cache,Singularity,Chaos,W,16,6
8/7/2018,Dust2,Fragsters,Chaos,W,22,19
25/05/18,Inferno,SuperJymy,Chaos,W,16,2
25/05/18,Dust2,SuperJymy,Chaos,W,16,13
18/05/18,Mirage,ALTERNATE aTTaX,Chaos,L,7,16
18/05/18,Nuke,ALTERNATE aTTaX,Chaos,L,5,16
1/8/2018,Train,PLINK,k1ck,L,12,16
1/8/2018,Mirage,PLINK,k1ck,L,8,16
28/07/18,Nuke,forZe,k1ck,L,9,16
28/07/18,Train,forZe,k1ck,W,16,11
28/07/18,Inferno,forZe,k1ck,L,13,16
28/07/18,Train,BUND,k1ck,W,16,10
27/07/18,Mirage,Winstrike,k1ck,L,7,16
23/07/18,Mirage,GoodJob,k1ck,W,16,7
23/07/18,Inferno,GoodJob,k1ck,L,8,16
23/07/18,Dust2,GoodJob,k1ck,W,16,13
22/07/18,Inferno,PLINK,k1ck,L,13,16
22/07/18,Mirage,PLINK,k1ck,L,11,16
22/07/18,Train,PLINK,k1ck,W,16,8
14/07/18,Train,DreamEaters,k1ck,W,16,9
14/07/18,Nuke,DreamEaters,k1ck,W,16,12
14/07/18,Inferno,DreamEaters,k1ck,L,2,16
7/7/2018,Inferno,GoodJob,k1ck,W,16,14
7/7/2018,Dust2,GoodJob,k1ck,W,16,9
27/06/18,Inferno,PLINK,k1ck,W,16,11
27/06/18,Mirage,PLINK,k1ck,W,19,17
23/06/18,Inferno,Fragsters,k1ck,W,16,10
11/6/2018,Train,Evolution,k1ck,W,16,9
7/6/2018,Inferno,5balls,k1ck,W,16,14
7/6/2018,Overpass,5balls,k1ck,W,16,8
1/11/2018,Inferno,Evilvice,FURIA Inagame,W,25,22
31/10/18,Inferno,W7M,FURIA Inagame,L,9,16
20/10/18,Dust2,Wild,FURIA Inagame,L,14,16
16/10/18,Cache,DETONA,FURIA Inagame,L,7,16
16/10/18,Inferno,DETONA,FURIA Inagame,L,12,16
28/09/18,Dust2,Wild,FURIA Inagame,L,14,16
28/09/18,Inferno,Wild,FURIA Inagame,L,3,16
26/09/18,Dust2,W7M,FURIA Inagame,W,16,10
19/09/18,Dust2,W7M,FURIA Inagame,L,12,16
19/09/18,Mirage,W7M,FURIA Inagame,L,5,16
19/09/18,Inferno,W7M,FURIA Inagame,W,16,11
11/9/2018,Inferno,PITS,FURIA Inagame,W,16,5
5/9/2018,Inferno,WePlayGames,FURIA Inagame,W,16,14
1/9/2018,Mirage,Isurus,FURIA Inagame,L,11,16
1/9/2018,Train,Isurus,FURIA Inagame,L,14,16
1/9/2018,Overpass,Isurus,FURIA Inagame,W,16,6
25/08/18,Dust2,Isurus,FURIA Inagame,L,10,16
25/08/18,Inferno,Isurus,FURIA Inagame,L,12,16
24/08/18,Cache,W7M,FURIA Inagame,W,16,10
24/08/18,Mirage,W7M,FURIA Inagame,L,7,16
24/08/18,Train,W7M,FURIA Inagame,W,16,8
24/08/18,Inferno,W7M,FURIA Inagame,L,6,16
22/08/18,Inferno,Coscu Army,FURIA Inagame,W,16,11
18/08/18,Cache,Avalanche,FURIA Inagame,L,10,16
16/08/18,Mirage,W7M,FURIA Inagame,W,16,5
16/08/18,Inferno,W7M,FURIA Inagame,W,16,8
1/8/2018,Inferno,Virtue,FURIA Inagame,L,8,16
1/8/2018,Train,Virtue,FURIA Inagame,L,0,16
26/06/18,Dust2,YeaH!,FURIA Inagame,W,19,17
26/06/18,Mirage,YeaH!,FURIA Inagame,W,16,7
20/06/18,Train,Isurus,FURIA Inagame,L,5,16
14/06/18,Train,Furious,FURIA Inagame,W,16,4
14/06/18,Cache,Furious,FURIA Inagame,W,16,2
12/6/2018,Mirage,Furious,FURIA Inagame,L,12,16
5/6/2018,Mirage,DETONA,FURIA Inagame,W,16,3
5/6/2018,Cache,DETONA,FURIA Inagame,W,16,6
29/05/18,Train,Revoltz,FURIA Inagame,W,16,3
28/08/18,Inferno,Nexus,Defusekids,W,16,8
28/08/18,Inferno,ALTERNATE aTTaX,Defusekids,L,1,16
26/07/18,Train,fnatic Academy,Defusekids,L,8,16
26/07/18,Nuke,fnatic Academy,Defusekids,L,11,16
26/07/18,Inferno,fnatic Academy,Defusekids,W,16,13
24/06/18,Cache,Spawn,Defusekids,W,16,11
24/06/18,Nuke,Spawn,Defusekids,W,16,8
27/05/18,Nuke,Sector One,Defusekids,W,16,12
27/05/18,Cache,Sector One,Defusekids,W,16,0
8/10/2018,Overpass,Luminosity,AZIO,L,9,16
7/10/2018,Overpass,Bravado,AZIO,L,3,16
7/10/2018,Overpass,MIBR,AZIO,L,10,16
5/10/2018,Cache,Liquid,AZIO,L,7,16
2/10/2018,Inferno,Mythic,AZIO,L,6,16
2/10/2018,Dust2,Mythic,AZIO,L,11,16
2/10/2018,Overpass,Mythic,AZIO,W,16,8
27/09/18,Inferno,Gorilla Gang,AZIO,W,16,11
27/09/18,Dust2,Gorilla Gang,AZIO,W,16,11
25/09/18,Nuke,TeamOne,AZIO,W,16,10
23/09/18,Overpass,cantwinalan,AZIO,W,16,12
23/09/18,Nuke,cantwinalan,AZIO,W,16,11
23/09/18,Inferno,cantwinalan,AZIO,L,12,16
20/09/18,Dust2,Vision,AZIO,W,16,12
2/9/2018,Nuke,Vision,AZIO,L,14,16
2/9/2018,Cache,Vision,AZIO,L,9,16
1/9/2018,Inferno,LAN Lords,AZIO,W,16,2
1/9/2018,Overpass,LAN Lords,AZIO,W,16,1
25/08/18,Nuke,FNS Had a Kit,AZIO,W,16,11
20/07/18,Overpass,FYB,AZIO,L,2,16
15/07/18,Dust2,Jurassic Park,AZIO,W,16,10
15/07/18,Inferno,Jurassic Park,AZIO,W,16,7
3/7/2018,Inferno,Mythic,AZIO,L,16,19
25/06/18,Nuke,Forty Six and 2,AZIO,W,16,10
15/06/18,Nuke,Gorilla Gang,AZIO,L,4,16
14/06/18,Inferno,XFORCE,AZIO,L,12,16
13/06/18,Inferno,The Pioneers,AZIO,L,11,16
9/6/2018,Inferno,Dignitas,AZIO,L,7,16
9/6/2018,Mirage,Dignitas,AZIO,L,7,16
8/6/2018,Inferno,Born,AZIO,L,4,16
30/08/18,Mirage,TeamOne,ex-Atmosphere,L,15,19
30/08/18,Overpass,TeamOne,ex-Atmosphere,L,9,16
19/07/18,Inferno,Mythic,ex-Atmosphere,L,7,16
11/7/2018,Train,Vikings,ex-Atmosphere,W,16,11
4/7/2018,Mirage,Clutch Solutions,ex-Atmosphere,L,9,16
29/06/18,Inferno,Gorilla Gang,ex-Atmosphere,L,1,16
22/06/18,Dust2,Really Old People,ex-Atmosphere,W,16,12
20/06/18,Cache,Swole Patrol,ex-Atmosphere,L,6,16
2/6/2018,Inferno,Prospects,ex-Atmosphere,W,16,13
31/05/18,Inferno,The Entourage,ex-Atmosphere,L,6,16
11/11/2018,Train,Wild,Isurus,L,3,16
11/11/2018,Mirage,Wild,Isurus,L,11,16
11/11/2018,Inferno,Wild,Isurus,W,16,13
11/11/2018,Dust2,Wild,Isurus,L,13,16
5/11/2018,Train,Imperial,Isurus,W,16,14
5/11/2018,Inferno,Imperial,Isurus,L,13,16
5/11/2018,Nuke,Imperial,Isurus,W,16,7
3/11/2018,Train,Sharks,Isurus,L,6,16
3/11/2018,Mirage,Sharks,Isurus,L,6,16
3/11/2018,Nuke,Sharks,Isurus,W,16,9
1/11/2018,Nuke,Imperial,Isurus,L,14,16
31/10/18,Overpass,YeaH!,Isurus,W,16,6
21/10/18,Dust2,Imperial,Isurus,L,11,16
20/10/18,Dust2,Gamdias,Isurus,W,16,10
15/10/18,Mirage,Imperial,Isurus,W,16,10
15/10/18,Inferno,Imperial,Isurus,L,14,16
15/10/18,Overpass,Imperial,Isurus,W,16,12
10/10/2018,Train,Vault,Isurus,W,16,14
10/10/2018,Nuke,Vault,Isurus,W,16,13
8/10/2018,Train,Wild,Isurus,W,16,10
8/10/2018,Nuke,Wild,Isurus,W,16,12
4/10/2018,Overpass,Depre,Isurus,W,16,4
4/10/2018,Nuke,Depre,Isurus,W,16,6
1/10/2018,Nuke,W7M,Isurus,W,16,12
1/10/2018,Train,W7M,Isurus,W,16,12
1/10/2018,Inferno,W7M,Isurus,L,13,16
26/09/18,Train,Good Fellas,Isurus,W,16,9
21/09/18,Inferno,DETONA,Isurus,W,16,7
11/9/2018,Train,Santos,Isurus,W,16,13
5/9/2018,Inferno,Rão,Isurus,W,16,0
4/9/2018,Inferno,Luminosity,Isurus,L,9,16
4/9/2018,Train,Luminosity,Isurus,W,16,11
4/9/2018,Mirage,Luminosity,Isurus,L,14,16
1/9/2018,Train,YeaH!,Isurus,W,16,8
1/9/2018,Inferno,YeaH!,Isurus,W,16,8
30/08/18,Dust2,NoTag,Isurus,L,4,16
30/08/18,Mirage,NoTag,Isurus,W,16,7
30/08/18,Overpass,NoTag,Isurus,L,12,16
29/08/18,Train,W7M,Isurus,L,13,16
29/08/18,Inferno,W7M,Isurus,L,13,16
29/08/18,Mirage,W7M,Isurus,W,16,12
28/08/18,Dust2,Luminosity,Isurus,L,14,16
28/08/18,Train,Luminosity,Isurus,L,5,16
25/08/18,Dust2,FURIA Inagame,Isurus,W,16,10
25/08/18,Inferno,FURIA Inagame,Isurus,W,16,12
21/08/18,Inferno,C4,Isurus,W,16,14
19/08/18,Mirage,Hype,Isurus,W,16,7
19/08/18,Dust2,Hype,Isurus,W,16,1
18/08/18,Overpass,FURIA Inagame,Isurus,W,16,6
10/8/2018,Dust2,C4,Isurus,W,16,4
10/8/2018,Mirage,C4,Isurus,W,16,14
27/07/18,Inferno,Santos fe,Isurus,W,16,3
27/07/18,Nuke,Santos fe,Isurus,W,16,3
26/07/18,Overpass,W7M,Isurus,W,19,17
24/07/18,Inferno,STEIN,Isurus,L,14,16
22/06/18,Mirage,W7M,Isurus,L,11,16
22/06/18,Train,W7M,Isurus,L,12,16
20/06/18,Train,FURIA Inagame,Isurus,W,16,5
13/06/18,Dust2,W7M,Isurus,W,19,17
13/06/18,Mirage,W7M,Isurus,W,16,9
12/6/2018,Overpass,W7M,Isurus,W,16,14
8/6/2018,Inferno,Wild,Isurus,W,16,8
2/6/2018,Mirage,C4,Isurus,W,16,13
29/05/18,Train,YeaH!,Isurus,W,16,9
26/05/18,Mirage,FURIA,Isurus,L,11,16
24/05/18,Overpass,Virtue,Isurus,L,11,16
20/05/18,Inferno,Virtue,Isurus,W,16,13
24/06/18,Inferno,eUnited,Freedom 35,L,10,16
24/06/18,Mirage,eUnited,Freedom 35,L,14,16
23/06/18,Train,The Pioneers,Freedom 35,W,16,13
23/06/18,Nuke,The Pioneers,Freedom 35,L,8,16
23/06/18,Dust2,The Pioneers,Freedom 35,W,16,14
22/06/18,Mirage,compLexity,Freedom 35,L,1,16
22/06/18,Inferno,compLexity,Freedom 35,L,10,16
17/06/18,Inferno,Gorilla Gang,Freedom 35,W,16,11
17/06/18,Dust2,Gorilla Gang,Freedom 35,W,16,8
14/06/18,Inferno,Born,Freedom 35,W,16,9
10/6/2018,Train,compLexity,Freedom 35,L,2,16
10/6/2018,Mirage,compLexity,Freedom 35,L,11,16
9/6/2018,Dust2,Bravado,Freedom 35,L,6,16
9/6/2018,Train,Bravado,Freedom 35,L,16,19
7/6/2018,Cache,FYB,Freedom 35,W,16,11
6/6/2018,Inferno,The Pioneers,Freedom 35,W,16,8
25/05/18,Inferno,MDL Jammers,Freedom 35,W,16,5
2/11/2018,Train,ENCE,SkitLite,L,4,16
2/11/2018,Mirage,ENCE,SkitLite,L,3,16
7/7/2018,Cache,NYYRIKKI,SkitLite,L,14,16
7/7/2018,Dust2,NYYRIKKI,SkitLite,L,11,16
26/06/18,Inferno,EPG,SkitLite,W,16,9
26/06/18,Cache,EPG,SkitLite,L,12,16
26/06/18,Overpass,EPG,SkitLite,W,16,14
15/11/18,Dust2,Rogue,INTZ,W,16,12
2/11/2018,Mirage,Vireo.pro,INTZ,W,16,5
2/11/2018,Cache,Vireo.pro,INTZ,W,16,11
2/11/2018,Dust2,compLexity,INTZ,W,16,13
1/11/2018,Cache,eUnited,INTZ,W,16,7
28/10/18,Mirage,eUnited,INTZ,W,16,7
28/10/18,Train,eUnited,INTZ,W,16,9
27/10/18,Cache,FURIA,INTZ,W,16,13
22/10/18,Inferno,Ghost,INTZ,W,16,13
21/10/18,Train,Cloud9,INTZ,W,16,10
20/10/18,Train,Envy,INTZ,W,16,3
20/10/18,Inferno,Renegades,INTZ,L,10,16
18/10/18,Inferno,NRG,INTZ,L,13,16
17/10/18,Inferno,Liquid,INTZ,L,6,16
16/10/18,Mirage,Luminosity,INTZ,W,16,10
6/10/2018,Dust2,MIBR,INTZ,L,15,19
5/9/2018,Inferno,Black Storm,INTZ,L,9,16
21/08/18,Train,W7M,INTZ,L,3,16
21/08/18,Cache,W7M,INTZ,L,11,16
19/08/18,Mirage,DETONA,INTZ,L,5,16
19/08/18,Cache,DETONA,INTZ,L,13,16
19/08/18,Dust2,DETONA,INTZ,W,16,8
11/8/2018,Overpass,C4,INTZ,L,9,16
11/8/2018,Mirage,C4,INTZ,L,9,16
29/07/18,Train,Glacon,INTZ,W,16,10
29/07/18,Inferno,nice$hot,INTZ,W,16,4
3/7/2018,Overpass,Avalanche,INTZ,W,16,12
27/06/18,Cache,Mythic,The Pioneers,L,11,16
24/06/18,Train,Mythic,The Pioneers,W,16,7
24/06/18,Cache,Mythic,The Pioneers,L,10,16
24/06/18,Nuke,Mythic,The Pioneers,W,16,12
22/06/18,Overpass,Luminosity,The Pioneers,L,13,16
22/06/18,Train,Luminosity,The Pioneers,L,10,16
21/06/18,Mirage,compLexity,The Pioneers,L,1,16
17/06/18,Cache,F1-racecar-PEEK,The Pioneers,W,16,2
17/06/18,Mirage,F1-racecar-PEEK,The Pioneers,W,16,3
17/06/18,Train,F1-racecar-PEEK,The Pioneers,L,10,16
15/06/18,Cache,subtLe,The Pioneers,L,6,16
13/06/18,Inferno,AZIO,The Pioneers,W,16,11
10/6/2018,Nuke,Rogue,The Pioneers,L,7,16
10/6/2018,Overpass,Rogue,The Pioneers,L,6,16
9/6/2018,Cache,Wise,The Pioneers,W,16,12
9/6/2018,Mirage,Wise,The Pioneers,W,16,13
6/6/2018,Inferno,Freedom 35,The Pioneers,L,8,16
30/05/18,Inferno,Mythic,The Pioneers,W,16,9
10/11/2018,Mirage,GUNRUNNERS,Universe,L,5,16
10/11/2018,Inferno,GUNRUNNERS,Universe,L,5,16
3/11/2018,Nuke,Brute,Universe,L,10,16
3/11/2018,Overpass,Brute,Universe,W,16,10
3/11/2018,Mirage,Brute,Universe,L,11,16
2/6/2018,Mirage,Dark Tigers,Universe,L,16,19
2/6/2018,Train,Dark Tigers,Universe,L,5,16
2/6/2018,Inferno,Dark Tigers,Universe,W,19,15
7/7/2018,Train,FTW,HEXAGONE,W,16,11
7/7/2018,Cache,FTW,HEXAGONE,W,16,13
29/06/18,Train,OFFSET,HEXAGONE,L,12,16
29/06/18,Inferno,OFFSET,HEXAGONE,L,9,16
16/06/18,Train,Panthers,HEXAGONE,W,16,6
16/06/18,Inferno,Panthers,HEXAGONE,L,8,16
16/06/18,Dust2,Panthers,HEXAGONE,W,16,10
27/05/18,Mirage,HD,HEXAGONE,W,19,16
27/05/18,Inferno,HD,HEXAGONE,W,16,13
9/11/2018,Mirage,Red Reserve,Spirit,L,14,16
8/11/2018,Dust2,Valiance,Spirit,L,2,16
6/11/2018,Inferno,x6tence Galaxy,Spirit,L,8,16
24/10/18,Dust2,Fragsters,Spirit,W,16,5
20/10/18,Nuke,90s druglords,Spirit,W,16,4
15/10/18,Mirage,Kinguin,Spirit,L,14,16
10/10/2018,Inferno,x6tence Galaxy,Spirit,W,16,11
9/10/2018,Mirage,3DMAX,Spirit,L,7,16
7/10/2018,Inferno,Waterboys,Spirit,L,10,16
7/10/2018,Overpass,Waterboys,Spirit,L,7,16
7/10/2018,Mirage,Waterboys,Spirit,W,16,14
5/10/2018,Inferno,Space Soldiers,Spirit,W,16,8
5/10/2018,Nuke,Space Soldiers,Spirit,W,16,12
5/10/2018,Cache,Space Soldiers,Spirit,L,16,19
3/10/2018,Overpass,Waterboys,Spirit,L,13,16
3/10/2018,Cache,Waterboys,Spirit,L,9,16
2/10/2018,Dust2,Space Soldiers,Spirit,W,16,2
2/10/2018,Overpass,Space Soldiers,Spirit,W,16,5
30/09/18,Nuke,forZe,Spirit,W,16,13
30/09/18,Inferno,forZe,Spirit,W,16,7
27/09/18,Inferno,ENCE,Spirit,W,19,17
18/09/18,Inferno,Chaos,Spirit,L,6,16
8/9/2018,Dust2,Astralis,Spirit,L,3,16
6/9/2018,Nuke,North,Spirit,W,16,13
16/07/18,Inferno,Sprout,Spirit,L,11,16
13/07/18,Nuke,pro100,Spirit,W,16,6
13/07/18,Dust2,pro100,Spirit,W,16,3
12/7/2018,Cache,pro100,Spirit,L,9,16
12/7/2018,Train,pro100,Spirit,L,12,16
11/7/2018,Dust2,Monolith,Spirit,W,16,2
5/7/2018,Nuke,Kinguin,Spirit,L,6,16
28/06/18,Cache,Singularity,Spirit,W,16,14
27/06/18,Dust2,HellRaisers,Spirit,L,12,16
27/06/18,Mirage,HellRaisers,Spirit,L,7,16
27/06/18,Overpass,HellRaisers,Spirit,W,16,11
26/06/18,Cache,Vega Squadron,Spirit,W,16,9
21/06/18,Overpass,PACT,Spirit,W,16,12
19/06/18,Dust2,Epsilon,Spirit,W,16,7
19/06/18,Inferno,Epsilon,Spirit,W,16,9
17/06/18,Overpass,Japaleno,Spirit,L,7,16
14/06/18,Dust2,EURONICS,Spirit,L,12,16
13/06/18,Nuke,PRIDE,Spirit,L,17,19
6/6/2018,Cache,ENCE,Spirit,L,18,22
6/6/2018,Mirage,ENCE,Spirit,L,3,16
5/6/2018,Cache,ENCE,Spirit,W,16,11
2/6/2018,Dust2,AVANGAR,Spirit,W,16,5
2/6/2018,Cache,AVANGAR,Spirit,W,16,14
31/05/18,Nuke,Nexus,Spirit,W,16,11
31/05/18,Cache,Nexus,Spirit,W,19,16
28/05/18,Nuke,Virtus.pro,Spirit,W,16,11
27/05/18,Dust2,AVANGAR,Spirit,W,16,6
27/05/18,Mirage,AVANGAR,Spirit,W,16,2
24/05/18,Dust2,Pompa,Spirit,W,16,4
24/05/18,Cache,Pompa,Spirit,W,16,2
15/11/18,Mirage,MIBR,compLexity,L,5,16
14/11/18,Inferno,Liquid,compLexity,W,16,10
8/11/2018,Cache,Renegades,compLexity,L,8,16
8/11/2018,Mirage,MIBR,compLexity,L,13,16
7/11/2018,Mirage,Rogue,compLexity,W,16,12
7/11/2018,Mirage,eUnited,compLexity,W,16,11
6/11/2018,Cache,Spacestation,compLexity,L,10,16
3/11/2018,Mirage,Heroic,compLexity,W,16,10
3/11/2018,Nuke,Heroic,compLexity,L,11,16
3/11/2018,Inferno,Heroic,compLexity,W,16,13
2/11/2018,Mirage,INTZ,compLexity,L,4,16
